Num,Name,Rest Num,Time (Normal),Time (Min),Day,Day (Encoding),Orders,Wait
1273,Panda Express,1,16:15,975,Sunday,6,1,3
1274,Sixty-Four North,9,11:53,713,Friday,4,4,26
1275,Panda Express,1,13:33,813,Saturday,5,3,5
1276,Sixty-Four North,9,12:58,778,Friday,4,3,20
1277,Roots,12,12:17,737,Saturday,5,3,22
1278,Sixty-Four North,9,12:27,747,Wednesday,2,3,17
1279,Lemongrass,6,13:01,781,Sunday,6,5,32
1280,Lemongrass,6,10:06,606,Thursday,3,4,34
1281,Santorini,7,13:33,813,Monday,0,3,14
1282,Canyon Vista,14,18:46,1126,Saturday,5,3,21
1283,Caroline's,5,11:24,684,Thursday,3,0,13
1284,Santorini,7,13:37,817,Thursday,3,2,13
1285,Bistro,13,13:25,805,Tuesday,1,4,35
1286,Bistro,13,16:11,971,Saturday,5,2,19
1287,Sixty-Four North,9,14:19,859,Wednesday,2,1,18
1288,Seed + Sprout,8,12:25,745,Thursday,3,3,28
1289,Bistro,13,16:35,995,Friday,4,2,24
1290,Canyon Vista,14,15:08,908,Saturday,5,3,19
1291,Taco Villa,4,8:09,489,Monday,0,0,3
1292,Blue Pepper,10,13:17,797,Tuesday,1,4,32
1293,Burger King,0,8:16,496,Monday,0,0,3
1294,Croutons,3,12:07,727,Friday,4,4,27
1295,Panda Express,1,11:11,671,Monday,0,2,4
1296,Caroline's,5,11:27,687,Monday,0,2,11
1297,Sixty-Four North,9,12:50,770,Sunday,6,5,22
1298,Roots,12,19:42,1182,Saturday,5,2,18
1299,Roots,12,16:50,1010,Thursday,3,2,24
1300,Taco Villa,4,8:02,482,Monday,0,1,9
1301,Croutons,3,14:55,895,Tuesday,1,3,21
1302,Seed + Sprout,8,13:30,810,Wednesday,2,4,33
1303,Sixty-Four North,9,13:26,806,Saturday,5,5,21
1304,Panda Express,1,16:43,1003,Saturday,5,2,4
1305,Izakaya Underbelly,11,19:02,1142,Saturday,5,3,20
1306,Curry Up Now,2,10:18,618,Thursday,3,2,8
1307,Izakaya Underbelly,11,11:54,714,Saturday,5,3,25
1308,Sixty-Four North,9,11:31,691,Monday,0,5,29
1309,Lemongrass,6,14:36,876,Sunday,6,3,30
1310,Taco Villa,4,9:50,590,Friday,4,0,7
1311,Burger King,0,21:45,1305,Wednesday,2,2,11
1312,Santorini,7,9:33,573,Thursday,3,0,5
1313,Sixty-Four North,9,13:16,796,Sunday,6,3,19
1314,Caroline's,5,11:27,687,Monday,0,3,32
1315,Panda Express,1,9:26,566,Saturday,5,2,5
1316,Croutons,3,11:10,670,Friday,4,1,21
1317,Izakaya Underbelly,11,13:02,782,Wednesday,2,4,20
1318,Blue Pepper,10,15:04,904,Tuesday,1,3,27
1319,Santorini,7,12:45,765,Wednesday,2,5,22
1320,Blue Pepper,10,19:32,1172,Thursday,3,0,10
1321,Santorini,7,18:47,1127,Sunday,6,3,20
1322,Roots,12,13:35,815,Saturday,5,2,19
1323,Blue Pepper,10,15:45,945,Friday,4,2,17
1324,Lemongrass,6,14:13,853,Tuesday,1,3,23
1325,Roots,12,11:18,678,Saturday,5,3,21
1326,Roots,12,12:23,743,Wednesday,2,4,26
1327,Bistro,13,11:11,671,Friday,4,1,20
1328,Burger King,0,15:38,938,Sunday,6,4,9
1329,Curry Up Now,2,16:57,1017,Monday,0,3,9
1330,Bistro,13,15:56,956,Saturday,5,2,23
1331,Lemongrass,6,9:42,582,Wednesday,2,1,16
1332,Lemongrass,6,12:44,764,Sunday,6,5,27
1333,Seed + Sprout,8,15:53,953,Friday,4,2,25
1334,Lemongrass,6,16:51,1011,Friday,4,3,32
1335,Canyon Vista,14,19:39,1179,Monday,0,2,14
1336,Panda Express,1,15:18,918,Friday,4,2,4
1337,Taco Villa,4,19:17,1157,Thursday,3,4,20
1338,Lemongrass,6,14:17,857,Monday,0,1,27
1339,Lemongrass,6,15:24,924,Sunday,6,3,29
1340,Burger King,0,18:59,1139,Thursday,3,0,1
1341,Izakaya Underbelly,11,15:29,929,Wednesday,2,4,24
1342,Bistro,13,17:45,1065,Friday,4,2,30
1343,Canyon Vista,14,9:19,559,Tuesday,1,0,9
1344,Panda Express,1,15:18,918,Wednesday,2,1,3
1345,Panda Express,1,14:36,876,Saturday,5,1,2
1346,Croutons,3,12:21,741,Monday,0,4,19
1347,Sixty-Four North,9,11:40,700,Friday,4,4,18
1348,Panda Express,1,11:21,681,Sunday,6,1,3
1349,Taco Villa,4,18:30,1110,Monday,0,3,13
1350,Lemongrass,6,12:41,761,Thursday,3,5,26
1351,Lemongrass,6,18:26,1106,Wednesday,2,0,14
1352,Lemongrass,6,19:26,1166,Tuesday,1,3,29
1353,Curry Up Now,2,20:30,1230,Tuesday,1,0,4
1354,Caroline's,5,8:42,522,Friday,4,1,15
1355,Caroline's,5,10:05,605,Wednesday,2,3,21
1356,Taco Villa,4,8:11,491,Wednesday,2,0,8
1357,Canyon Vista,14,13:03,783,Thursday,3,4,25
1358,Sixty-Four North,9,13:19,799,Thursday,3,5,24
1359,Taco Villa,4,15:05,905,Saturday,5,1,5
1360,Caroline's,5,8:58,538,Saturday,5,0,13
1361,Panda Express,1,16:20,980,Monday,0,2,5
1362,Caroline's,5,13:37,817,Tuesday,1,1,18
1363,Lemongrass,6,16:06,966,Thursday,3,1,21
1364,Croutons,3,10:27,627,Wednesday,2,1,17
1365,Izakaya Underbelly,11,13:23,803,Sunday,6,3,20
1366,Santorini,7,7:41,461,Thursday,3,3,21
1367,Taco Villa,4,14:40,880,Saturday,5,1,7
1368,Taco Villa,4,15:16,916,Saturday,5,1,6
1369,Burger King,0,18:31,1111,Monday,0,3,11
1370,Bistro,13,13:26,806,Wednesday,2,5,36
1371,Seed + Sprout,8,11:39,699,Tuesday,1,5,28
1372,Blue Pepper,10,12:35,755,Thursday,3,4,37
1373,Curry Up Now,2,18:22,1102,Saturday,5,2,5
1374,Caroline's,5,9:43,583,Thursday,3,0,25
1375,Santorini,7,10:59,659,Wednesday,2,1,12
1376,Seed + Sprout,8,10:46,646,Sunday,6,2,19
1377,Curry Up Now,2,12:06,726,Wednesday,2,4,13
1378,Panda Express,1,11:27,687,Tuesday,1,2,4
1379,Curry Up Now,2,15:06,906,Sunday,6,1,4
1380,Roots,12,14:24,864,Wednesday,2,0,20
1381,Croutons,3,14:51,891,Saturday,5,2,19
1382,Roots,12,15:43,943,Wednesday,2,3,26
1383,Canyon Vista,14,8:43,523,Tuesday,1,2,11
1384,Caroline's,5,8:47,527,Friday,4,1,17
1385,Izakaya Underbelly,11,16:07,967,Thursday,3,4,25
1386,Blue Pepper,10,15:22,922,Monday,0,4,33
1387,Santorini,7,16:27,987,Monday,0,2,16
1388,Caroline's,5,14:31,871,Sunday,6,0,7
1389,Seed + Sprout,8,8:31,511,Monday,0,1,16
1390,Taco Villa,4,11:27,687,Monday,0,3,14
1391,Canyon Vista,14,7:20,440,Wednesday,2,1,11
1392,Croutons,3,11:22,682,Friday,4,2,18
1393,Blue Pepper,10,18:48,1128,Friday,4,2,22
1394,Burger King,0,22:07,1327,Thursday,3,2,9
1395,Burger King,0,22:05,1325,Wednesday,2,3,15
1396,Roots,12,14:57,897,Wednesday,2,1,22
1397,Canyon Vista,14,16:30,990,Tuesday,1,2,18
1398,Sixty-Four North,9,13:00,780,Saturday,5,4,26
1399,Canyon Vista,14,14:54,894,Wednesday,2,4,24
1400,Sixty-Four North,9,13:43,823,Saturday,5,2,16
1401,Seed + Sprout,8,8:23,503,Sunday,6,2,19
1402,Canyon Vista,14,7:18,438,Saturday,5,2,15
1403,Izakaya Underbelly,11,18:06,1086,Thursday,3,1,15
1404,Panda Express,1,15:41,941,Monday,0,1,3
1405,Bistro,13,13:21,801,Wednesday,2,5,35
1406,Roots,12,17:30,1050,Tuesday,1,1,22
1407,Sixty-Four North,9,15:00,900,Friday,4,1,10
1408,Santorini,7,19:31,1171,Sunday,6,2,12
1409,Roots,12,13:55,835,Sunday,6,2,20
1410,Taco Villa,4,15:50,950,Wednesday,2,3,11
1411,Seed + Sprout,8,13:13,793,Sunday,6,4,30
1412,Blue Pepper,10,10:25,625,Saturday,5,1,10
1413,Sixty-Four North,9,14:42,882,Wednesday,2,2,21
1414,Seed + Sprout,8,8:27,507,Saturday,5,2,17
1415,Santorini,7,21:25,1285,Wednesday,2,1,13
1416,Canyon Vista,14,19:42,1182,Wednesday,2,0,12
1417,Canyon Vista,14,12:34,754,Monday,0,3,23
1418,Canyon Vista,14,9:27,567,Monday,0,0,10
1419,Burger King,0,11:58,718,Saturday,5,1,7
1420,Taco Villa,4,14:59,899,Wednesday,2,3,15
1421,Lemongrass,6,12:31,751,Friday,4,4,35
1422,Izakaya Underbelly,11,15:04,904,Wednesday,2,2,21
1423,Sixty-Four North,9,11:14,674,Monday,0,3,19
1424,Caroline's,5,10:17,617,Tuesday,1,0,16
1425,Izakaya Underbelly,11,19:24,1164,Sunday,6,4,20
1426,Burger King,0,10:32,632,Friday,4,1,6
1427,Panda Express,1,13:02,782,Monday,0,2,3
1428,Blue Pepper,10,16:57,1017,Saturday,5,1,15
1429,Santorini,7,18:17,1097,Thursday,3,1,16
1430,Sixty-Four North,9,12:19,739,Friday,4,2,18
1431,Sixty-Four North,9,14:45,885,Friday,4,3,25
1432,Croutons,3,12:01,721,Monday,0,3,22
1433,Izakaya Underbelly,11,12:49,769,Sunday,6,3,20
1434,Croutons,3,10:25,625,Sunday,6,1,9
1435,Croutons,3,11:38,698,Saturday,5,5,25
1436,Izakaya Underbelly,11,15:49,949,Thursday,3,0,17
1437,Bistro,13,17:48,1068,Tuesday,1,2,28
1438,Seed + Sprout,8,13:21,801,Tuesday,1,4,30
1439,Blue Pepper,10,17:55,1075,Sunday,6,3,21
1440,Izakaya Underbelly,11,17:14,1034,Saturday,5,1,17
1441,Croutons,3,13:10,790,Sunday,6,5,24
1442,Canyon Vista,14,16:15,975,Saturday,5,1,7
1443,Izakaya Underbelly,11,19:25,1165,Friday,4,3,20
1444,Seed + Sprout,8,14:45,885,Monday,0,3,25
1445,Sixty-Four North,9,14:57,897,Sunday,6,3,11
1446,Seed + Sprout,8,17:26,1046,Wednesday,2,1,13
1447,Sixty-Four North,9,13:27,807,Sunday,6,4,23
1448,Santorini,7,18:55,1135,Saturday,5,3,19
1449,Blue Pepper,10,13:35,815,Monday,0,1,20
1450,Curry Up Now,2,15:24,924,Friday,4,0,4
1451,Burger King,0,13:39,819,Thursday,3,4,11
1452,Taco Villa,4,15:01,901,Thursday,3,3,13
1453,Roots,12,19:39,1179,Saturday,5,2,21
1454,Taco Villa,4,16:30,990,Friday,4,1,8
1455,Burger King,0,22:18,1338,Sunday,6,0,5
1456,Blue Pepper,10,11:14,674,Wednesday,2,0,16
1457,Lemongrass,6,14:52,892,Sunday,6,3,27
1458,Burger King,0,13:21,801,Sunday,6,4,12
1459,Curry Up Now,2,10:24,624,Monday,0,1,7
1460,Taco Villa,4,17:13,1033,Sunday,6,2,8
1461,Panda Express,1,15:22,922,Sunday,6,2,4
1462,Bistro,13,13:09,789,Wednesday,2,4,30
1463,Taco Villa,4,16:06,966,Monday,0,3,18
1464,Blue Pepper,10,12:37,757,Thursday,3,4,25
1465,Burger King,0,14:53,893,Tuesday,1,3,9
1466,Seed + Sprout,8,18:54,1134,Thursday,3,2,23
1467,Roots,12,14:11,851,Tuesday,1,3,24
1468,Blue Pepper,10,10:46,646,Monday,0,2,16
1469,Bistro,13,17:01,1021,Tuesday,1,2,27
1470,Santorini,7,18:38,1118,Tuesday,1,6,33
1471,Curry Up Now,2,20:24,1224,Saturday,5,1,5
1472,Taco Villa,4,15:26,926,Monday,0,2,14
1473,Burger King,0,15:41,941,Thursday,3,3,10
1474,Seed + Sprout,8,9:54,594,Sunday,6,2,19
1475,Burger King,0,9:21,561,Monday,0,2,7
1476,Canyon Vista,14,16:59,1019,Saturday,5,1,8
1477,Croutons,3,10:08,608,Monday,0,1,18
1478,Curry Up Now,2,20:41,1241,Saturday,5,3,8
1479,Taco Villa,4,13:21,801,Wednesday,2,5,24
1480,Taco Villa,4,15:15,915,Monday,0,1,4
1481,Bistro,13,13:03,783,Saturday,5,5,28
1482,Panda Express,1,15:46,946,Thursday,3,3,5
1483,Taco Villa,4,14:19,859,Sunday,6,2,14
1484,Blue Pepper,10,18:59,1139,Wednesday,2,3,24
1485,Caroline's,5,8:09,489,Tuesday,1,3,14
1486,Blue Pepper,10,19:09,1149,Sunday,6,2,21
1487,Blue Pepper,10,17:57,1077,Monday,0,2,12
1488,Lemongrass,6,12:59,779,Monday,0,4,24
1489,Canyon Vista,14,8:55,535,Sunday,6,1,11
1490,Canyon Vista,14,16:59,1019,Friday,4,0,4
1491,Santorini,7,14:44,884,Saturday,5,3,16
1492,Izakaya Underbelly,11,14:39,879,Saturday,5,1,12
1493,Panda Express,1,14:33,873,Saturday,5,3,3
1494,Seed + Sprout,8,17:17,1037,Monday,0,2,22
1495,Bistro,13,18:05,1085,Thursday,3,2,30
1496,Taco Villa,4,11:31,691,Thursday,3,6,19
1497,Santorini,7,15:31,931,Saturday,5,1,14
1498,Burger King,0,20:18,1218,Wednesday,2,2,10
1499,Taco Villa,4,8:31,511,Monday,0,0,6
1500,Blue Pepper,10,11:26,686,Wednesday,2,2,25
1501,Curry Up Now,2,16:34,994,Friday,4,2,9
1502,Lemongrass,6,9:39,579,Friday,4,0,23
1503,Seed + Sprout,8,11:03,663,Thursday,3,2,23
1504,Panda Express,1,11:34,694,Sunday,6,2,4
1505,Panda Express,1,15:45,945,Tuesday,1,1,4
1506,Caroline's,5,13:25,805,Friday,4,5,20
1507,Bistro,13,15:19,919,Wednesday,2,3,21
1508,Blue Pepper,10,14:17,857,Monday,0,3,17
1509,Burger King,0,13:21,801,Sunday,6,4,10
1510,Lemongrass,6,14:57,897,Saturday,5,2,23
1511,Burger King,0,22:26,1346,Friday,4,2,9
1512,Caroline's,5,14:45,885,Friday,4,2,21
1513,Seed + Sprout,8,10:07,607,Thursday,3,1,19
1514,Croutons,3,13:59,839,Sunday,6,2,13
1515,Curry Up Now,2,20:45,1245,Monday,0,4,14
1516,Izakaya Underbelly,11,15:10,910,Saturday,5,3,25
1517,Curry Up Now,2,14:48,888,Saturday,5,2,8
1518,Caroline's,5,11:01,661,Tuesday,1,2,14
1519,Croutons,3,12:13,733,Wednesday,2,2,21
1520,Burger King,0,15:34,934,Tuesday,1,2,10
1521,Santorini,7,18:24,1104,Sunday,6,2,11
1522,Canyon Vista,14,13:05,785,Sunday,6,5,27
1523,Taco Villa,4,14:08,848,Saturday,5,3,12
1524,Izakaya Underbelly,11,18:56,1136,Wednesday,2,2,25
1525,Caroline's,5,14:55,895,Tuesday,1,2,18
1526,Sixty-Four North,9,12:01,721,Saturday,5,3,14
1527,Burger King,0,19:10,1150,Tuesday,1,3,12
1528,Izakaya Underbelly,11,11:44,704,Tuesday,1,3,17
1529,Curry Up Now,2,21:36,1296,Saturday,5,1,5
1530,Panda Express,1,10:16,616,Saturday,5,0,2
1531,Taco Villa,4,8:01,481,Thursday,3,2,8
1532,Burger King,0,22:13,1333,Tuesday,1,4,13
1533,Caroline's,5,9:55,595,Friday,4,0,19
1534,Roots,12,14:57,897,Sunday,6,2,21
1535,Bistro,13,11:33,693,Tuesday,1,2,24
1536,Blue Pepper,10,14:26,866,Saturday,5,2,18
1537,Roots,12,13:24,804,Monday,0,3,27
1538,Burger King,0,12:12,732,Sunday,6,5,14
1539,Izakaya Underbelly,11,14:13,853,Wednesday,2,3,23
1540,Roots,12,12:53,773,Saturday,5,3,21
1541,Curry Up Now,2,13:51,831,Thursday,3,2,6
1542,Caroline's,5,11:09,669,Sunday,6,2,10
1543,Croutons,3,10:12,612,Saturday,5,2,19
1544,Lemongrass,6,16:11,971,Monday,0,1,17
1545,Croutons,3,11:58,718,Thursday,3,5,26
1546,Sixty-Four North,9,13:50,830,Friday,4,1,13
1547,Burger King,0,14:05,845,Saturday,5,2,10
1548,Bistro,13,13:10,790,Saturday,5,4,29
1549,Roots,12,18:47,1127,Friday,4,3,24
1550,Seed + Sprout,8,19:00,1140,Thursday,3,3,29
1551,Lemongrass,6,11:42,702,Wednesday,2,5,44
1552,Blue Pepper,10,16:11,971,Thursday,3,3,27
1553,Burger King,0,7:50,470,Tuesday,1,1,10
1554,Bistro,13,16:38,998,Saturday,5,2,21
1555,Taco Villa,4,15:28,928,Wednesday,2,2,13
1556,Bistro,13,11:31,691,Wednesday,2,6,33
1557,Blue Pepper,10,15:58,958,Monday,0,1,22
1558,Izakaya Underbelly,11,17:36,1056,Monday,0,4,28
1559,Izakaya Underbelly,11,19:58,1198,Monday,0,3,23
1560,Izakaya Underbelly,11,14:07,847,Sunday,6,3,17
1561,Bistro,13,14:05,845,Saturday,5,2,23
1562,Canyon Vista,14,12:58,778,Tuesday,1,4,32
1563,Bistro,13,12:21,741,Wednesday,2,3,27
1564,Sixty-Four North,9,11:26,686,Saturday,5,1,13
1565,Croutons,3,12:36,756,Sunday,6,4,22
1566,Lemongrass,6,16:39,999,Saturday,5,2,18
1567,Burger King,0,8:21,501,Sunday,6,1,4
1568,Sixty-Four North,9,14:11,851,Friday,4,1,14
1569,Sixty-Four North,9,11:20,680,Saturday,5,0,10
1570,Croutons,3,11:14,674,Tuesday,1,2,18
1571,Roots,12,19:01,1141,Friday,4,4,29
1572,Croutons,3,10:38,638,Thursday,3,3,17
1573,Lemongrass,6,10:22,622,Saturday,5,1,23
1574,Izakaya Underbelly,11,12:58,778,Sunday,6,5,23
1575,Roots,12,10:51,651,Tuesday,1,1,21
1576,Seed + Sprout,8,12:05,725,Saturday,5,4,27
1577,Bistro,13,14:00,840,Wednesday,2,2,29
1578,Caroline's,5,13:36,816,Sunday,6,2,13
1579,Blue Pepper,10,11:04,664,Thursday,3,3,23
1580,Caroline's,5,14:40,880,Saturday,5,2,15
1581,Santorini,7,18:59,1139,Friday,4,4,22
1582,Caroline's,5,9:07,547,Wednesday,2,0,10
1583,Bistro,13,11:59,719,Sunday,6,3,30
1584,Sixty-Four North,9,13:02,782,Friday,4,3,15
1585,Blue Pepper,10,14:19,859,Monday,0,1,18
1586,Roots,12,10:27,627,Monday,0,1,22
1587,Burger King,0,7:22,442,Sunday,6,1,6
1588,Seed + Sprout,8,11:28,688,Thursday,3,3,25
1589,Roots,12,15:51,951,Tuesday,1,1,18
1590,Sixty-Four North,9,11:47,707,Saturday,5,4,20
1591,Santorini,7,18:49,1129,Wednesday,2,4,26
1592,Curry Up Now,2,14:21,861,Thursday,3,3,9
1593,Caroline's,5,13:02,782,Thursday,3,3,15
1594,Canyon Vista,14,19:26,1166,Wednesday,2,2,14
1595,Caroline's,5,13:33,813,Wednesday,2,1,17
1596,Lemongrass,6,19:37,1177,Wednesday,2,3,23
1597,Curry Up Now,2,13:07,787,Sunday,6,4,12
1598,Curry Up Now,2,18:45,1125,Wednesday,2,4,10
1599,Lemongrass,6,15:54,954,Sunday,6,2,24
1600,Lemongrass,6,11:03,663,Monday,0,0,20
1601,Sixty-Four North,9,14:54,894,Sunday,6,1,18
1602,Roots,12,12:17,737,Thursday,3,4,27
1603,Lemongrass,6,15:17,917,Thursday,3,3,25
1604,Taco Villa,4,12:22,742,Thursday,3,4,21
1605,Bistro,13,14:40,880,Sunday,6,2,25
1606,Izakaya Underbelly,11,12:53,773,Sunday,6,6,28
1607,Lemongrass,6,13:28,808,Thursday,3,3,26
1608,Lemongrass,6,19:26,1166,Wednesday,2,1,16
1609,Burger King,0,23:22,1402,Monday,0,1,9
1610,Caroline's,5,11:44,704,Wednesday,2,4,34
1611,Seed + Sprout,8,18:38,1118,Tuesday,1,2,17
1612,Lemongrass,6,12:20,740,Wednesday,2,5,36
1613,Roots,12,20:29,1229,Friday,4,2,24
1614,Seed + Sprout,8,13:51,831,Wednesday,2,3,24
1615,Izakaya Underbelly,11,11:28,688,Wednesday,2,2,16
1616,Izakaya Underbelly,11,19:15,1155,Thursday,3,4,24
1617,Blue Pepper,10,11:49,709,Saturday,5,4,27
1618,Curry Up Now,2,20:47,1247,Saturday,5,1,5
1619,Bistro,13,11:58,718,Wednesday,2,3,32
1620,Sixty-Four North,9,12:01,721,Tuesday,1,3,27
1621,Bistro,13,14:56,896,Tuesday,1,1,25
1622,Seed + Sprout,8,18:44,1124,Friday,4,3,29
1623,Canyon Vista,14,10:44,644,Monday,0,4,23
1624,Curry Up Now,2,17:32,1052,Wednesday,2,1,8
1625,Seed + Sprout,8,14:08,848,Monday,0,2,20
1626,Curry Up Now,2,10:59,659,Saturday,5,0,3
1627,Sixty-Four North,9,13:37,817,Saturday,5,1,10
1628,Panda Express,1,10:49,649,Friday,4,3,7
1629,Canyon Vista,14,17:07,1027,Tuesday,1,3,27
1630,Curry Up Now,2,12:36,756,Wednesday,2,3,10
1631,Blue Pepper,10,18:59,1139,Tuesday,1,3,25
1632,Canyon Vista,14,12:48,768,Monday,0,3,20
1633,Canyon Vista,14,11:45,705,Friday,4,3,26
1634,Blue Pepper,10,11:05,665,Sunday,6,3,21
1635,Bistro,13,14:03,843,Tuesday,1,4,31
1636,Sixty-Four North,9,12:24,744,Saturday,5,5,25
1637,Panda Express,1,14:31,871,Friday,4,2,5
1638,Taco Villa,4,18:21,1101,Wednesday,2,3,16
1639,Canyon Vista,14,14:16,856,Wednesday,2,2,17
1640,Sixty-Four North,9,14:36,876,Saturday,5,4,17
1641,Bistro,13,13:12,792,Monday,0,5,35
1642,Bistro,13,12:07,727,Sunday,6,3,25
1643,Blue Pepper,10,18:41,1121,Monday,0,2,28
1644,Taco Villa,4,8:53,533,Thursday,3,3,23
1645,Taco Villa,4,8:07,487,Sunday,6,0,6
1646,Blue Pepper,10,10:14,614,Monday,0,3,29
1647,Panda Express,1,14:20,860,Wednesday,2,2,5
1648,Panda Express,1,12:14,734,Monday,0,4,6
1649,Panda Express,1,13:44,824,Friday,4,3,6
1650,Roots,12,10:19,619,Sunday,6,2,15
1651,Curry Up Now,2,20:33,1233,Tuesday,1,1,5
1652,Izakaya Underbelly,11,16:56,1016,Saturday,5,3,24
1653,Caroline's,5,9:17,557,Monday,0,1,12
1654,Santorini,7,21:05,1265,Wednesday,2,3,22
1655,Taco Villa,4,10:46,646,Sunday,6,1,6
1656,Roots,12,9:49,589,Sunday,6,0,15
1657,Curry Up Now,2,12:13,733,Sunday,6,5,14
1658,Lemongrass,6,19:16,1156,Wednesday,2,1,34
1659,Panda Express,1,15:50,950,Monday,0,2,4
1660,Panda Express,1,16:58,1018,Thursday,3,2,4
1661,Bistro,13,16:05,965,Monday,0,1,19
1662,Roots,12,19:52,1192,Thursday,3,4,29
1663,Sixty-Four North,9,12:45,765,Wednesday,2,4,24
1664,Canyon Vista,14,11:29,689,Tuesday,1,2,26
1665,Taco Villa,4,17:39,1059,Sunday,6,1,11
1666,Bistro,13,16:56,1016,Thursday,3,1,27
1667,Curry Up Now,2,16:46,1006,Monday,0,3,11
1668,Roots,12,20:08,1208,Friday,4,2,26
1669,Lemongrass,6,11:07,667,Tuesday,1,3,27
1670,Lemongrass,6,10:03,603,Wednesday,2,0,20
1671,Taco Villa,4,17:07,1027,Friday,4,1,7
1672,Santorini,7,15:34,934,Monday,0,2,20
1673,Roots,12,12:18,738,Wednesday,2,4,28
1674,Lemongrass,6,14:48,888,Monday,0,2,17
1675,Croutons,3,13:20,800,Sunday,6,3,17
1676,Curry Up Now,2,11:16,676,Wednesday,2,3,9
1677,Santorini,7,13:00,780,Monday,0,5,24
1678,Taco Villa,4,17:44,1064,Thursday,3,1,8
1679,Santorini,7,7:09,429,Friday,4,2,22
1680,Curry Up Now,2,10:36,636,Saturday,5,2,7
1681,Seed + Sprout,8,17:44,1064,Monday,0,0,14
1682,Blue Pepper,10,10:20,620,Thursday,3,2,23
1683,Caroline's,5,9:36,576,Friday,4,1,15
1684,Seed + Sprout,8,17:48,1068,Sunday,6,2,18
1685,Santorini,7,13:26,806,Tuesday,1,4,24
1686,Curry Up Now,2,10:30,630,Sunday,6,3,8
1687,Bistro,13,12:11,731,Wednesday,2,4,38
1688,Canyon Vista,14,11:05,665,Wednesday,2,2,13
1689,Caroline's,5,8:14,494,Monday,0,0,18
1690,Curry Up Now,2,12:41,761,Wednesday,2,3,8
1691,Taco Villa,4,15:18,918,Monday,0,2,13
1692,Taco Villa,4,13:01,781,Wednesday,2,4,11
1693,Burger King,0,20:36,1236,Friday,4,2,4
1694,Croutons,3,12:19,739,Thursday,3,4,29
1695,Seed + Sprout,8,13:34,814,Thursday,3,2,23
1696,Santorini,7,10:58,658,Monday,0,2,15
1697,Bistro,13,17:47,1067,Thursday,3,2,28
1698,Panda Express,1,11:50,710,Saturday,5,3,4
1699,Bistro,13,17:25,1045,Sunday,6,2,21
1700,Panda Express,1,12:07,727,Monday,0,4,6
1701,Blue Pepper,10,15:25,925,Sunday,6,1,11
1702,Izakaya Underbelly,11,20:29,1229,Sunday,6,3,20
1703,Taco Villa,4,9:39,579,Sunday,6,2,8
1704,Sixty-Four North,9,11:07,667,Wednesday,2,2,22
1705,Burger King,0,13:58,838,Monday,0,1,8
1706,Sixty-Four North,9,11:19,679,Sunday,6,2,14
1707,Panda Express,1,9:39,579,Saturday,5,2,2
1708,Burger King,0,17:03,1023,Friday,4,1,6
1709,Panda Express,1,9:33,573,Sunday,6,1,2
1710,Sixty-Four North,9,12:36,756,Tuesday,1,4,25
1711,Lemongrass,6,10:29,629,Thursday,3,4,32
1712,Santorini,7,11:57,717,Sunday,6,2,15
1713,Caroline's,5,9:06,546,Tuesday,1,1,20
1714,Croutons,3,10:59,659,Friday,4,3,13
1715,Santorini,7,14:37,877,Wednesday,2,4,20
1716,Panda Express,1,12:10,730,Thursday,3,2,3
1717,Canyon Vista,14,8:31,511,Sunday,6,1,6
1718,Roots,12,17:11,1031,Friday,4,1,20
1719,Curry Up Now,2,21:15,1275,Monday,0,2,9
1720,Izakaya Underbelly,11,17:31,1051,Tuesday,1,3,23
1721,Izakaya Underbelly,11,14:51,891,Tuesday,1,2,18
1722,Sixty-Four North,9,12:08,728,Friday,4,4,21
1723,Curry Up Now,2,17:51,1071,Tuesday,1,1,6
1724,Seed + Sprout,8,18:14,1094,Thursday,3,3,24
1725,Lemongrass,6,14:24,864,Thursday,3,2,27
1726,Seed + Sprout,8,15:23,923,Tuesday,1,2,16
1727,Blue Pepper,10,14:07,847,Friday,4,3,22
1728,Canyon Vista,14,8:44,524,Wednesday,2,1,11
1729,Burger King,0,14:38,878,Saturday,5,3,11
1730,Canyon Vista,14,13:28,808,Sunday,6,3,18
1731,Santorini,7,21:32,1292,Thursday,3,1,12
1732,Lemongrass,6,9:36,576,Sunday,6,3,20
1733,Lemongrass,6,10:22,622,Saturday,5,3,19
1734,Curry Up Now,2,20:27,1227,Saturday,5,2,6
1735,Roots,12,18:17,1097,Friday,4,3,28
1736,Curry Up Now,2,16:00,960,Friday,4,1,6
1737,Bistro,13,12:07,727,Sunday,6,3,22
1738,Croutons,3,13:00,780,Friday,4,1,16
1739,Izakaya Underbelly,11,12:26,746,Friday,4,4,27
1740,Taco Villa,4,18:33,1113,Sunday,6,1,8
1741,Santorini,7,21:24,1284,Sunday,6,1,13
1742,Seed + Sprout,8,15:45,945,Sunday,6,2,12
1743,Sixty-Four North,9,12:01,721,Monday,0,4,25
1744,Burger King,0,9:12,552,Sunday,6,2,6
1745,Blue Pepper,10,10:41,641,Sunday,6,3,21
1746,Seed + Sprout,8,16:30,990,Monday,0,2,25
1747,Lemongrass,6,16:16,976,Friday,4,1,23
1748,Sixty-Four North,9,13:48,828,Friday,4,1,8
1749,Panda Express,1,13:11,791,Saturday,5,4,5
1750,Panda Express,1,14:21,861,Friday,4,2,4
